GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Zhejiang-Coal-SUBCRITICAL,2025,600000,20000,.
Zhejiang-Coal-SUBCRITICAL,2035,600000,20000,.
Zhejiang-Coal-SUBCRITICAL,2045,600000,20000,.
Zhejiang-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Zhejiang-Coal-SUPERCRITICAL,2025,700000,30000,.
Zhejiang-Coal-SUPERCRITICAL,2035,700000,30000,.
Zhejiang-Coal-SUPERCRITICAL,2045,700000,30000,.
Zhejiang-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Zhejiang-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Zhejiang-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Zhejiang-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Zhejiang-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Zhejiang-Coal-IGCC,2025,1100000,49000,.
Zhejiang-Coal-IGCC,2035,1050000,44000,.
Zhejiang-Coal-IGCC,2045,950000,41000,.
Zhejiang-Coal-IGCC_EP,2022,1100000,49000,.
Zhejiang-Gas-CCGT,2025,560000,20000,.
Zhejiang-Gas-CCGT,2035,560000,20000,.
Zhejiang-Gas-CCGT,2045,560000,20000,.
Zhejiang-Gas-CCGT_EP,2022,560000,20000,.
Zhejiang-Gas-turbine,2025,350000,20000,.
Zhejiang-Gas-turbine,2035,350000,20000,.
Zhejiang-Gas-turbine,2045,350000,20000,.
Zhejiang-Gas-turbine_EP,2022,350000,20000,.
Zhejiang-Nuclear,2025,2800000,170000,.
Zhejiang-Nuclear,2035,2725000,170000,.
Zhejiang-Nuclear,2045,2575000,170000,.
Zhejiang-Nuclear_EP,2022,2800000,170000,.
Anhui-Battery_Storage,2025,0,49595,539985.75
Anhui-Battery_Storage,2035,0,38929,429425.25
Anhui-Battery_Storage,2045,0,36169,400818.25
Anhui-Central_PV,2025,1540628,21503,.
Anhui-Central_PV,2035,1189247,17962,.
Anhui-Central_PV,2045,993296,15997,.
Anhui-Central_PV_EP-ep,2022,1540628,21503,.
Anhui-Commercial_PV,2025,1540628,21503,.
Anhui-Commercial_PV,2035,1189247,17962,.
Anhui-Commercial_PV,2045,993296,15997,.
Anhui-Hydro_Pumped-ep,2025,0,20150,244774.5806
Anhui-Hydro_Pumped-ep,2035,0,20150,244774.5806
Anhui-Hydro_Pumped-ep,2045,0,20150,244774.5806
Anhui-Hydro_Pumped-ep,2022,0,20150,244774.5806
Anhui-Residential_PV,2025,1540628,21503,.
Anhui-Residential_PV,2035,1189247,17962,.
Anhui-Residential_PV,2045,993296,15997,.
Anhui-Wind,2025,1632639,31868,.
Anhui-Wind,2035,1522152,30291,.
Anhui-Wind,2045,1411671,29051,.
Anhui-Wind_EP-ep,2022,1632639,31868,.
Beijing-Battery_Storage,2025,0,49595,539985.75
Beijing-Battery_Storage,2035,0,38929,429425.25
Beijing-Battery_Storage,2045,0,36169,400818.25
Beijing-Central_PV,2025,1540628,21503,.
Beijing-Central_PV,2035,1189247,17962,.
Beijing-Central_PV,2045,993296,15997,.
Beijing-Central_PV_EP-ep,2022,1540628,21503,.
Beijing-Commercial_PV,2025,1540628,21503,.
Beijing-Commercial_PV,2035,1189247,17962,.
Beijing-Commercial_PV,2045,993296,15997,.
Beijing-Hydro_Pumped-ep,2025,0,20150,244774.5806
Beijing-Hydro_Pumped-ep,2035,0,20150,244774.5806
Beijing-Hydro_Pumped-ep,2045,0,20150,244774.5806
Beijing-Hydro_Pumped-ep,2022,0,20150,244774.5806
Beijing-Residential_PV,2025,1540628,21503,.
Beijing-Residential_PV,2035,1189247,17962,.
Beijing-Residential_PV,2045,993296,15997,.
Beijing-Wind_EP-ep,2022,1632639,31868,.
Chongqing-Battery_Storage,2025,0,49595,539985.75
Chongqing-Battery_Storage,2035,0,38929,429425.25
Chongqing-Battery_Storage,2045,0,36169,400818.25
Chongqing-Central_PV,2025,1540628,21503,.
Chongqing-Central_PV,2035,1189247,17962,.
Chongqing-Central_PV,2045,993296,15997,.
Chongqing-Central_PV_EP-ep,2022,1540628,21503,.
Chongqing-Commercial_PV,2025,1540628,21503,.
Chongqing-Commercial_PV,2035,1189247,17962,.
Chongqing-Commercial_PV,2045,993296,15997,.
Chongqing-Hydro_Pumped-ep,2025,0,20150,244774.5806
Chongqing-Hydro_Pumped-ep,2035,0,20150,244774.5806
Chongqing-Hydro_Pumped-ep,2045,0,20150,244774.5806
Chongqing-Hydro_Pumped-ep,2022,0,20150,244774.5806
Chongqing-Residential_PV,2025,1540628,21503,.
Chongqing-Residential_PV,2035,1189247,17962,.
Chongqing-Residential_PV,2045,993296,15997,.
Chongqing-Wind,2025,1632639,31868,.
Chongqing-Wind,2035,1522152,30291,.
Chongqing-Wind,2045,1411671,29051,.
Chongqing-Wind_EP-ep,2022,1632639,31868,.
East_Inner_Mongolia-Battery_Storage,2025,0,49595,539985.75
East_Inner_Mongolia-Battery_Storage,2035,0,38929,429425.25
East_Inner_Mongolia-Battery_Storage,2045,0,36169,400818.25
East_Inner_Mongolia-Central_PV,2025,1540628,21503,.
East_Inner_Mongolia-Central_PV,2035,1189247,17962,.
East_Inner_Mongolia-Central_PV,2045,993296,15997,.
East_Inner_Mongolia-Central_PV_EP-ep,2022,1540628,21503,.
East_Inner_Mongolia-Commercial_PV,2025,1540628,21503,.
East_Inner_Mongolia-Commercial_PV,2035,1189247,17962,.
East_Inner_Mongolia-Commercial_PV,2045,993296,15997,.
East_Inner_Mongolia-Residential_PV,2025,1540628,21503,.
East_Inner_Mongolia-Residential_PV,2035,1189247,17962,.
East_Inner_Mongolia-Residential_PV,2045,993296,15997,.
East_Inner_Mongolia-Wind,2025,1632639,31868,.
East_Inner_Mongolia-Wind,2035,1522152,30291,.
East_Inner_Mongolia-Wind,2045,1411671,29051,.
East_Inner_Mongolia-Wind_EP-ep,2022,1632639,31868,.
Fujian-Battery_Storage,2025,0,49595,539985.75
Fujian-Battery_Storage,2035,0,38929,429425.25
Fujian-Battery_Storage,2045,0,36169,400818.25
Fujian-Central_PV,2025,1540628,21503,.
Fujian-Central_PV,2035,1189247,17962,.
Fujian-Central_PV,2045,993296,15997,.
Fujian-Central_PV_EP-ep,2022,1540628,21503,.
Fujian-Commercial_PV,2025,1540628,21503,.
Fujian-Commercial_PV,2035,1189247,17962,.
Fujian-Commercial_PV,2045,993296,15997,.
Fujian-Hydro_Pumped-ep,2025,0,20150,244774.5806
Fujian-Hydro_Pumped-ep,2035,0,20150,244774.5806
Fujian-Hydro_Pumped-ep,2045,0,20150,244774.5806
Fujian-Hydro_Pumped-ep,2022,0,20150,244774.5806
Fujian-Offshore_Wind,2025,7597684,89150,.
Fujian-Offshore_Wind,2035,4060629,83585,.
Fujian-Offshore_Wind,2045,3869643,78997,.
Fujian-Residential_PV,2025,1540628,21503,.
Fujian-Residential_PV,2035,1189247,17962,.
Fujian-Residential_PV,2045,993296,15997,.
Fujian-Wind,2025,1632639,31868,.
Fujian-Wind,2035,1522152,30291,.
Fujian-Wind,2045,1411671,29051,.
Fujian-Wind_EP-ep,2022,1632639,31868,.
Gansu-Battery_Storage,2025,0,49595,539985.75
Gansu-Battery_Storage,2035,0,38929,429425.25
Gansu-Battery_Storage,2045,0,36169,400818.25
Gansu-Central_PV,2025,1540628,21503,.
Gansu-Central_PV,2035,1189247,17962,.
Gansu-Central_PV,2045,993296,15997,.
Gansu-Central_PV_EP-ep,2022,1540628,21503,.
Gansu-Commercial_PV,2025,1540628,21503,.
Gansu-Commercial_PV,2035,1189247,17962,.
Gansu-Commercial_PV,2045,993296,15997,.
Gansu-Residential_PV,2025,1540628,21503,.
Gansu-Residential_PV,2035,1189247,17962,.
Gansu-Residential_PV,2045,993296,15997,.
Gansu-Wind,2025,1632639,31868,.
Gansu-Wind,2035,1522152,30291,.
Gansu-Wind,2045,1411671,29051,.
Gansu-Wind_EP-ep,2022,1632639,31868,.
Guangdong-Battery_Storage,2025,0,49595,539985.75
Guangdong-Battery_Storage,2035,0,38929,429425.25
Guangdong-Battery_Storage,2045,0,36169,400818.25
Guangdong-Central_PV,2025,1540628,21503,.
Guangdong-Central_PV,2035,1189247,17962,.
Guangdong-Central_PV,2045,993296,15997,.
Guangdong-Central_PV_EP-ep,2022,1540628,21503,.
Guangdong-Commercial_PV,2025,1540628,21503,.
Guangdong-Commercial_PV,2035,1189247,17962,.
Guangdong-Commercial_PV,2045,993296,15997,.
Guangdong-Hydro_Pumped-ep,2025,0,20150,244774.5806
Guangdong-Hydro_Pumped-ep,2035,0,20150,244774.5806
Guangdong-Hydro_Pumped-ep,2045,0,20150,244774.5806
Guangdong-Hydro_Pumped-ep,2022,0,20150,244774.5806
Guangdong-Offshore_Wind,2025,7597684,89150,.
Guangdong-Offshore_Wind,2035,4060629,83585,.
Guangdong-Offshore_Wind,2045,3869643,78997,.
Guangdong-Residential_PV,2025,1540628,21503,.
Guangdong-Residential_PV,2035,1189247,17962,.
Guangdong-Residential_PV,2045,993296,15997,.
Guangdong-Wind,2025,1632639,31868,.
Guangdong-Wind,2035,1522152,30291,.
Guangdong-Wind,2045,1411671,29051,.
Guangdong-Wind_EP-ep,2022,1632639,31868,.
Guangxi-Battery_Storage,2025,0,49595,539985.75
Guangxi-Battery_Storage,2035,0,38929,429425.25
Guangxi-Battery_Storage,2045,0,36169,400818.25
Guangxi-Central_PV,2025,1540628,21503,.
Guangxi-Central_PV,2035,1189247,17962,.
Guangxi-Central_PV,2045,993296,15997,.
Guangxi-Central_PV_EP-ep,2022,1540628,21503,.
Guangxi-Commercial_PV,2025,1540628,21503,.
Guangxi-Commercial_PV,2035,1189247,17962,.
Guangxi-Commercial_PV,2045,993296,15997,.
Guangxi-Offshore_Wind,2025,7597684,89150,.
Guangxi-Offshore_Wind,2035,4060629,83585,.
Guangxi-Offshore_Wind,2045,3869643,78997,.
Guangxi-Residential_PV,2025,1540628,21503,.
Guangxi-Residential_PV,2035,1189247,17962,.
Guangxi-Residential_PV,2045,993296,15997,.
Guangxi-Wind,2025,1632639,31868,.
Guangxi-Wind,2035,1522152,30291,.
Guangxi-Wind,2045,1411671,29051,.
Guangxi-Wind_EP-ep,2022,1632639,31868,.
Guizhou-Battery_Storage,2025,0,49595,539985.75
Guizhou-Battery_Storage,2035,0,38929,429425.25
Guizhou-Battery_Storage,2045,0,36169,400818.25
Guizhou-Central_PV,2025,1540628,21503,.
Guizhou-Central_PV,2035,1189247,17962,.
Guizhou-Central_PV,2045,993296,15997,.
Guizhou-Central_PV_EP-ep,2022,1540628,21503,.
Guizhou-Commercial_PV,2025,1540628,21503,.
Guizhou-Commercial_PV,2035,1189247,17962,.
Guizhou-Commercial_PV,2045,993296,15997,.
Guizhou-Residential_PV,2025,1540628,21503,.
Guizhou-Residential_PV,2035,1189247,17962,.
Guizhou-Residential_PV,2045,993296,15997,.
Guizhou-Wind,2025,1632639,31868,.
Guizhou-Wind,2035,1522152,30291,.
Guizhou-Wind,2045,1411671,29051,.
Guizhou-Wind_EP-ep,2022,1632639,31868,.
Hainan-Battery_Storage,2025,0,49595,539985.75
Hainan-Battery_Storage,2035,0,38929,429425.25
Hainan-Battery_Storage,2045,0,36169,400818.25
Hainan-Central_PV,2025,1540628,21503,.
Hainan-Central_PV,2035,1189247,17962,.
Hainan-Central_PV,2045,993296,15997,.
Hainan-Central_PV_EP-ep,2022,1540628,21503,.
Hainan-Commercial_PV,2025,1540628,21503,.
Hainan-Commercial_PV,2035,1189247,17962,.
Hainan-Commercial_PV,2045,993296,15997,.
Hainan-Hydro_Pumped-ep,2025,0,20150,244774.5806
Hainan-Hydro_Pumped-ep,2035,0,20150,244774.5806
Hainan-Hydro_Pumped-ep,2045,0,20150,244774.5806
Hainan-Hydro_Pumped-ep,2022,0,20150,244774.5806
Hainan-Offshore_Wind,2025,7597684,89150,.
Hainan-Offshore_Wind,2035,4060629,83585,.
Hainan-Offshore_Wind,2045,3869643,78997,.
Hainan-Residential_PV,2025,1540628,21503,.
Hainan-Residential_PV,2035,1189247,17962,.
Hainan-Residential_PV,2045,993296,15997,.
Hainan-Wind,2025,1632639,31868,.
Hainan-Wind,2035,1522152,30291,.
Hainan-Wind,2045,1411671,29051,.
Hainan-Wind_EP-ep,2022,1632639,31868,.
Hebei-Battery_Storage,2025,0,49595,539985.75
Hebei-Battery_Storage,2035,0,38929,429425.25
Hebei-Battery_Storage,2045,0,36169,400818.25
Hebei-Central_PV,2025,1540628,21503,.
Hebei-Central_PV,2035,1189247,17962,.
Hebei-Central_PV,2045,993296,15997,.
Hebei-Central_PV_EP-ep,2022,1540628,21503,.
Hebei-Commercial_PV,2025,1540628,21503,.
Hebei-Commercial_PV,2035,1189247,17962,.
Hebei-Commercial_PV,2045,993296,15997,.
Hebei-Hydro_Pumped-ep,2025,0,20150,244774.5806
Hebei-Hydro_Pumped-ep,2035,0,20150,244774.5806
Hebei-Hydro_Pumped-ep,2045,0,20150,244774.5806
Hebei-Hydro_Pumped-ep,2022,0,20150,244774.5806
Hebei-Offshore_Wind,2025,7597684,89150,.
Hebei-Offshore_Wind,2035,4060629,83585,.
Hebei-Offshore_Wind,2045,3869643,78997,.
Hebei-Residential_PV,2025,1540628,21503,.
Hebei-Residential_PV,2035,1189247,17962,.
Hebei-Residential_PV,2045,993296,15997,.
Hebei-Wind,2025,1632639,31868,.
Hebei-Wind,2035,1522152,30291,.
Hebei-Wind,2045,1411671,29051,.
Hebei-Wind_EP-ep,2022,1632639,31868,.
Heilongjiang-Battery_Storage,2025,0,49595,539985.75
Heilongjiang-Battery_Storage,2035,0,38929,429425.25
Heilongjiang-Battery_Storage,2045,0,36169,400818.25
Heilongjiang-Central_PV,2025,1540628,21503,.
Heilongjiang-Central_PV,2035,1189247,17962,.
Heilongjiang-Central_PV,2045,993296,15997,.
Heilongjiang-Central_PV_EP-ep,2022,1540628,21503,.
Heilongjiang-Commercial_PV,2025,1540628,21503,.
Heilongjiang-Commercial_PV,2035,1189247,17962,.
Heilongjiang-Commercial_PV,2045,993296,15997,.
Heilongjiang-Hydro_Pumped-ep,2025,0,20150,244774.5806
Heilongjiang-Hydro_Pumped-ep,2035,0,20150,244774.5806
Heilongjiang-Hydro_Pumped-ep,2045,0,20150,244774.5806
Heilongjiang-Hydro_Pumped-ep,2022,0,20150,244774.5806
Heilongjiang-Residential_PV,2025,1540628,21503,.
Heilongjiang-Residential_PV,2035,1189247,17962,.
Heilongjiang-Residential_PV,2045,993296,15997,.
Heilongjiang-Wind,2025,1632639,31868,.
Heilongjiang-Wind,2035,1522152,30291,.
Heilongjiang-Wind,2045,1411671,29051,.
Heilongjiang-Wind_EP-ep,2022,1632639,31868,.
Henan-Battery_Storage,2025,0,49595,539985.75
Henan-Battery_Storage,2035,0,38929,429425.25
Henan-Battery_Storage,2045,0,36169,400818.25
Henan-Central_PV,2025,1540628,21503,.
Henan-Central_PV,2035,1189247,17962,.
Henan-Central_PV,2045,993296,15997,.
Henan-Central_PV_EP-ep,2022,1540628,21503,.
Henan-Commercial_PV,2025,1540628,21503,.
Henan-Commercial_PV,2035,1189247,17962,.
Henan-Commercial_PV,2045,993296,15997,.
Henan-Hydro_Pumped-ep,2025,0,20150,244774.5806
Henan-Hydro_Pumped-ep,2035,0,20150,244774.5806
Henan-Hydro_Pumped-ep,2045,0,20150,244774.5806
Henan-Hydro_Pumped-ep,2022,0,20150,244774.5806
Henan-Residential_PV,2025,1540628,21503,.
Henan-Residential_PV,2035,1189247,17962,.
Henan-Residential_PV,2045,993296,15997,.
Henan-Wind,2025,1632639,31868,.
Henan-Wind,2035,1522152,30291,.
Henan-Wind,2045,1411671,29051,.
Henan-Wind_EP-ep,2022,1632639,31868,.
Hubei-Battery_Storage,2025,0,49595,539985.75
Hubei-Battery_Storage,2035,0,38929,429425.25
Hubei-Battery_Storage,2045,0,36169,400818.25
Hubei-Central_PV,2025,1540628,21503,.
Hubei-Central_PV,2035,1189247,17962,.
Hubei-Central_PV,2045,993296,15997,.
Hubei-Central_PV_EP-ep,2022,1540628,21503,.
Hubei-Commercial_PV,2025,1540628,21503,.
Hubei-Commercial_PV,2035,1189247,17962,.
Hubei-Commercial_PV,2045,993296,15997,.
Hubei-Hydro_Pumped-ep,2025,0,20150,244774.5806
Hubei-Hydro_Pumped-ep,2035,0,20150,244774.5806
Hubei-Hydro_Pumped-ep,2045,0,20150,244774.5806
Hubei-Hydro_Pumped-ep,2022,0,20150,244774.5806
Hubei-Residential_PV,2025,1540628,21503,.
Hubei-Residential_PV,2035,1189247,17962,.
Hubei-Residential_PV,2045,993296,15997,.
Hubei-Wind,2025,1632639,31868,.
Hubei-Wind,2035,1522152,30291,.
Hubei-Wind,2045,1411671,29051,.
Hubei-Wind_EP-ep,2022,1632639,31868,.
Hunan-Battery_Storage,2025,0,49595,539985.75
Hunan-Battery_Storage,2035,0,38929,429425.25
Hunan-Battery_Storage,2045,0,36169,400818.25
Hunan-Central_PV,2025,1540628,21503,.
Hunan-Central_PV,2035,1189247,17962,.
Hunan-Central_PV,2045,993296,15997,.
Hunan-Central_PV_EP-ep,2022,1540628,21503,.
Hunan-Commercial_PV,2025,1540628,21503,.
Hunan-Commercial_PV,2035,1189247,17962,.
Hunan-Commercial_PV,2045,993296,15997,.
Hunan-Residential_PV,2025,1540628,21503,.
Hunan-Residential_PV,2035,1189247,17962,.
Hunan-Residential_PV,2045,993296,15997,.
Hunan-Wind,2025,1632639,31868,.
Hunan-Wind,2035,1522152,30291,.
Hunan-Wind,2045,1411671,29051,.
Hunan-Wind_EP-ep,2022,1632639,31868,.
Jiangsu-Battery_Storage,2025,0,49595,539985.75
Jiangsu-Battery_Storage,2035,0,38929,429425.25
Jiangsu-Battery_Storage,2045,0,36169,400818.25
Jiangsu-Central_PV,2025,1540628,21503,.
Jiangsu-Central_PV,2035,1189247,17962,.
Jiangsu-Central_PV,2045,993296,15997,.
Jiangsu-Central_PV_EP-ep,2022,1540628,21503,.
Jiangsu-Commercial_PV,2025,1540628,21503,.
Jiangsu-Commercial_PV,2035,1189247,17962,.
Jiangsu-Commercial_PV,2045,993296,15997,.
Jiangsu-Hydro_Pumped-ep,2025,0,20150,244774.5806
Jiangsu-Hydro_Pumped-ep,2035,0,20150,244774.5806
Jiangsu-Hydro_Pumped-ep,2045,0,20150,244774.5806
Jiangsu-Hydro_Pumped-ep,2022,0,20150,244774.5806
Jiangsu-Offshore_Wind,2025,7597684,89150,.
Jiangsu-Offshore_Wind,2035,4060629,83585,.
Jiangsu-Offshore_Wind,2045,3869643,78997,.
Jiangsu-Residential_PV,2025,1540628,21503,.
Jiangsu-Residential_PV,2035,1189247,17962,.
Jiangsu-Residential_PV,2045,993296,15997,.
Jiangsu-Wind,2025,1632639,31868,.
Jiangsu-Wind,2035,1522152,30291,.
Jiangsu-Wind,2045,1411671,29051,.
Jiangsu-Wind_EP-ep,2022,1632639,31868,.
Jiangxi-Battery_Storage,2025,0,49595,539985.75
Jiangxi-Battery_Storage,2035,0,38929,429425.25
Jiangxi-Battery_Storage,2045,0,36169,400818.25
Jiangxi-Central_PV,2025,1540628,21503,.
Jiangxi-Central_PV,2035,1189247,17962,.
Jiangxi-Central_PV,2045,993296,15997,.
Jiangxi-Central_PV_EP-ep,2022,1540628,21503,.
Jiangxi-Commercial_PV,2025,1540628,21503,.
Jiangxi-Commercial_PV,2035,1189247,17962,.
Jiangxi-Commercial_PV,2045,993296,15997,.
Jiangxi-Hydro_Pumped-ep,2025,0,20150,244774.5806
Jiangxi-Hydro_Pumped-ep,2035,0,20150,244774.5806
Jiangxi-Hydro_Pumped-ep,2045,0,20150,244774.5806
Jiangxi-Hydro_Pumped-ep,2022,0,20150,244774.5806
Jiangxi-Residential_PV,2025,1540628,21503,.
Jiangxi-Residential_PV,2035,1189247,17962,.
Jiangxi-Residential_PV,2045,993296,15997,.
Jiangxi-Wind,2025,1632639,31868,.
Jiangxi-Wind,2035,1522152,30291,.
Jiangxi-Wind,2045,1411671,29051,.
Jiangxi-Wind_EP-ep,2022,1632639,31868,.
Jilin-Battery_Storage,2025,0,49595,539985.75
Jilin-Battery_Storage,2035,0,38929,429425.25
Jilin-Battery_Storage,2045,0,36169,400818.25
Jilin-Central_PV,2025,1540628,21503,.
Jilin-Central_PV,2035,1189247,17962,.
Jilin-Central_PV,2045,993296,15997,.
Jilin-Central_PV_EP-ep,2022,1540628,21503,.
Jilin-Commercial_PV,2025,1540628,21503,.
Jilin-Commercial_PV,2035,1189247,17962,.
Jilin-Commercial_PV,2045,993296,15997,.
Jilin-Hydro_Pumped-ep,2025,0,20150,244774.5806
Jilin-Hydro_Pumped-ep,2035,0,20150,244774.5806
Jilin-Hydro_Pumped-ep,2045,0,20150,244774.5806
Jilin-Hydro_Pumped-ep,2022,0,20150,244774.5806
Jilin-Residential_PV,2025,1540628,21503,.
Jilin-Residential_PV,2035,1189247,17962,.
Jilin-Residential_PV,2045,993296,15997,.
Jilin-Wind,2025,1632639,31868,.
Jilin-Wind,2035,1522152,30291,.
Jilin-Wind,2045,1411671,29051,.
Jilin-Wind_EP-ep,2022,1632639,31868,.
Liaoning-Battery_Storage,2025,0,49595,539985.75
Liaoning-Battery_Storage,2035,0,38929,429425.25
Liaoning-Battery_Storage,2045,0,36169,400818.25
Liaoning-Central_PV,2025,1540628,21503,.
Liaoning-Central_PV,2035,1189247,17962,.
Liaoning-Central_PV,2045,993296,15997,.
Liaoning-Central_PV_EP-ep,2022,1540628,21503,.
Liaoning-Commercial_PV,2025,1540628,21503,.
Liaoning-Commercial_PV,2035,1189247,17962,.
Liaoning-Commercial_PV,2045,993296,15997,.
Liaoning-Hydro_Pumped-ep,2025,0,20150,244774.5806
Liaoning-Hydro_Pumped-ep,2035,0,20150,244774.5806
Liaoning-Hydro_Pumped-ep,2045,0,20150,244774.5806
Liaoning-Hydro_Pumped-ep,2022,0,20150,244774.5806
Liaoning-Offshore_Wind,2025,7597684,89150,.
Liaoning-Offshore_Wind,2035,4060629,83585,.
Liaoning-Offshore_Wind,2045,3869643,78997,.
Liaoning-Residential_PV,2025,1540628,21503,.
Liaoning-Residential_PV,2035,1189247,17962,.
Liaoning-Residential_PV,2045,993296,15997,.
Liaoning-Wind,2025,1632639,31868,.
Liaoning-Wind,2035,1522152,30291,.
Liaoning-Wind,2045,1411671,29051,.
Liaoning-Wind_EP-ep,2022,1632639,31868,.
Ningxia-Battery_Storage,2025,0,49595,539985.75
Ningxia-Battery_Storage,2035,0,38929,429425.25
Ningxia-Battery_Storage,2045,0,36169,400818.25
Ningxia-Central_PV,2025,1540628,21503,.
Ningxia-Central_PV,2035,1189247,17962,.
Ningxia-Central_PV,2045,993296,15997,.
Ningxia-Central_PV_EP-ep,2022,1540628,21503,.
Ningxia-Commercial_PV,2025,1540628,21503,.
Ningxia-Commercial_PV,2035,1189247,17962,.
Ningxia-Commercial_PV,2045,993296,15997,.
Ningxia-Residential_PV,2025,1540628,21503,.
Ningxia-Residential_PV,2035,1189247,17962,.
Ningxia-Residential_PV,2045,993296,15997,.
Ningxia-Wind,2025,1632639,31868,.
Ningxia-Wind,2035,1522152,30291,.
Ningxia-Wind,2045,1411671,29051,.
Ningxia-Wind_EP-ep,2022,1632639,31868,.
Qinghai-Battery_Storage,2025,0,49595,539985.75
Qinghai-Battery_Storage,2035,0,38929,429425.25
Qinghai-Battery_Storage,2045,0,36169,400818.25
Qinghai-Central_PV,2025,1540628,21503,.
Qinghai-Central_PV,2035,1189247,17962,.
Qinghai-Central_PV,2045,993296,15997,.
Qinghai-Central_PV_EP-ep,2022,1540628,21503,.
Qinghai-Commercial_PV,2025,1540628,21503,.
Qinghai-Commercial_PV,2035,1189247,17962,.
Qinghai-Commercial_PV,2045,993296,15997,.
Qinghai-Residential_PV,2025,1540628,21503,.
Qinghai-Residential_PV,2035,1189247,17962,.
Qinghai-Residential_PV,2045,993296,15997,.
Qinghai-Wind,2025,1632639,31868,.
Qinghai-Wind,2035,1522152,30291,.
Qinghai-Wind,2045,1411671,29051,.
Qinghai-Wind_EP-ep,2022,1632639,31868,.
Shaanxi-Battery_Storage,2025,0,49595,539985.75
Shaanxi-Battery_Storage,2035,0,38929,429425.25
Shaanxi-Battery_Storage,2045,0,36169,400818.25
Shaanxi-Central_PV,2025,1540628,21503,.
Shaanxi-Central_PV,2035,1189247,17962,.
Shaanxi-Central_PV,2045,993296,15997,.
Shaanxi-Central_PV_EP-ep,2022,1540628,21503,.
Shaanxi-Commercial_PV,2025,1540628,21503,.
Shaanxi-Commercial_PV,2035,1189247,17962,.
Shaanxi-Commercial_PV,2045,993296,15997,.
Shaanxi-Hydro_Pumped-ep,2025,0,20150,244774.5806
Shaanxi-Hydro_Pumped-ep,2035,0,20150,244774.5806
Shaanxi-Hydro_Pumped-ep,2045,0,20150,244774.5806
Shaanxi-Hydro_Pumped-ep,2022,0,20150,244774.5806
Shaanxi-Residential_PV,2025,1540628,21503,.
Shaanxi-Residential_PV,2035,1189247,17962,.
Shaanxi-Residential_PV,2045,993296,15997,.
Shaanxi-Wind,2025,1632639,31868,.
Shaanxi-Wind,2035,1522152,30291,.
Shaanxi-Wind,2045,1411671,29051,.
Shaanxi-Wind_EP-ep,2022,1632639,31868,.
Shandong-Battery_Storage,2025,0,49595,539985.75
Shandong-Battery_Storage,2035,0,38929,429425.25
Shandong-Battery_Storage,2045,0,36169,400818.25
Shandong-Central_PV,2025,1540628,21503,.
Shandong-Central_PV,2035,1189247,17962,.
Shandong-Central_PV,2045,993296,15997,.
Shandong-Central_PV_EP-ep,2022,1540628,21503,.
Shandong-Commercial_PV,2025,1540628,21503,.
Shandong-Commercial_PV,2035,1189247,17962,.
Shandong-Commercial_PV,2045,993296,15997,.
Shandong-Hydro_Pumped-ep,2025,0,20150,244774.5806
Shandong-Hydro_Pumped-ep,2035,0,20150,244774.5806
Shandong-Hydro_Pumped-ep,2045,0,20150,244774.5806
Shandong-Hydro_Pumped-ep,2022,0,20150,244774.5806
Shandong-Offshore_Wind,2025,7597684,89150,.
Shandong-Offshore_Wind,2035,4060629,83585,.
Shandong-Offshore_Wind,2045,3869643,78997,.
Shandong-Residential_PV,2025,1540628,21503,.
Shandong-Residential_PV,2035,1189247,17962,.
Shandong-Residential_PV,2045,993296,15997,.
Shandong-Wind,2025,1632639,31868,.
Shandong-Wind,2035,1522152,30291,.
Shandong-Wind,2045,1411671,29051,.
Shandong-Wind_EP-ep,2022,1632639,31868,.
Shanghai-Battery_Storage,2025,0,49595,539985.75
Shanghai-Battery_Storage,2035,0,38929,429425.25
Shanghai-Battery_Storage,2045,0,36169,400818.25
Shanghai-Central_PV,2025,1540628,21503,.
Shanghai-Central_PV,2035,1189247,17962,.
Shanghai-Central_PV,2045,993296,15997,.
Shanghai-Central_PV_EP-ep,2022,1540628,21503,.
Shanghai-Commercial_PV,2025,1540628,21503,.
Shanghai-Commercial_PV,2035,1189247,17962,.
Shanghai-Commercial_PV,2045,993296,15997,.
Shanghai-Offshore_Wind,2025,7597684,89150,.
Shanghai-Offshore_Wind,2035,4060629,83585,.
Shanghai-Offshore_Wind,2045,3869643,78997,.
Shanghai-Residential_PV,2025,1540628,21503,.
Shanghai-Residential_PV,2035,1189247,17962,.
Shanghai-Residential_PV,2045,993296,15997,.
Shanghai-Wind,2025,1632639,31868,.
Shanghai-Wind,2035,1522152,30291,.
Shanghai-Wind,2045,1411671,29051,.
Shanghai-Wind_EP-ep,2022,1632639,31868,.
Shanxi-Battery_Storage,2025,0,49595,539985.75
Shanxi-Battery_Storage,2035,0,38929,429425.25
Shanxi-Battery_Storage,2045,0,36169,400818.25
Shanxi-Central_PV,2025,1540628,21503,.
