GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Shaanxi-Gas-CCGT,2045,560000,20000,.
Shaanxi-Gas-CCGT_EP,2022,560000,20000,.
Shaanxi-Gas-turbine,2025,350000,20000,.
Shaanxi-Gas-turbine,2035,350000,20000,.
Shaanxi-Gas-turbine,2045,350000,20000,.
Shaanxi-Gas-turbine_EP,2022,350000,20000,.
Shaanxi-Nuclear,2025,2800000,170000,.
Shaanxi-Nuclear,2035,2725000,170000,.
Shaanxi-Nuclear,2045,2575000,170000,.
Shaanxi-Nuclear_EP,2022,2800000,170000,.
Shandong-Coal-SUBCRITICAL,2025,600000,20000,.
Shandong-Coal-SUBCRITICAL,2035,600000,20000,.
Shandong-Coal-SUBCRITICAL,2045,600000,20000,.
Shandong-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Shandong-Coal-SUPERCRITICAL,2025,700000,30000,.
Shandong-Coal-SUPERCRITICAL,2035,700000,30000,.
Shandong-Coal-SUPERCRITICAL,2045,700000,30000,.
Shandong-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Shandong-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Shandong-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Shandong-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Shandong-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Shandong-Coal-IGCC,2025,1100000,49000,.
Shandong-Coal-IGCC,2035,1050000,44000,.
Shandong-Coal-IGCC,2045,950000,41000,.
Shandong-Coal-IGCC_EP,2022,1100000,49000,.
Shandong-Gas-CCGT,2025,560000,20000,.
Shandong-Gas-CCGT,2035,560000,20000,.
Shandong-Gas-CCGT,2045,560000,20000,.
Shandong-Gas-CCGT_EP,2022,560000,20000,.
Shandong-Gas-turbine,2025,350000,20000,.
Shandong-Gas-turbine,2035,350000,20000,.
Shandong-Gas-turbine,2045,350000,20000,.
Shandong-Gas-turbine_EP,2022,350000,20000,.
Shandong-Nuclear,2025,2800000,170000,.
Shandong-Nuclear,2035,2725000,170000,.
Shandong-Nuclear,2045,2575000,170000,.
Shandong-Nuclear_EP,2022,2800000,170000,.
Shanghai-Coal-SUBCRITICAL,2025,600000,20000,.
Shanghai-Coal-SUBCRITICAL,2035,600000,20000,.
Shanghai-Coal-SUBCRITICAL,2045,600000,20000,.
Shanghai-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Shanghai-Coal-SUPERCRITICAL,2025,700000,30000,.
Shanghai-Coal-SUPERCRITICAL,2035,700000,30000,.
Shanghai-Coal-SUPERCRITICAL,2045,700000,30000,.
Shanghai-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Shanghai-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Shanghai-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Shanghai-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Shanghai-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Shanghai-Coal-IGCC,2025,1100000,49000,.
Shanghai-Coal-IGCC,2035,1050000,44000,.
Shanghai-Coal-IGCC,2045,950000,41000,.
Shanghai-Coal-IGCC_EP,2022,1100000,49000,.
Shanghai-Gas-CCGT,2025,560000,20000,.
Shanghai-Gas-CCGT,2035,560000,20000,.
Shanghai-Gas-CCGT,2045,560000,20000,.
Shanghai-Gas-CCGT_EP,2022,560000,20000,.
Shanghai-Gas-turbine,2025,350000,20000,.
Shanghai-Gas-turbine,2035,350000,20000,.
Shanghai-Gas-turbine,2045,350000,20000,.
Shanghai-Gas-turbine_EP,2022,350000,20000,.
Shanghai-Nuclear,2025,2800000,170000,.
Shanghai-Nuclear,2035,2725000,170000,.
Shanghai-Nuclear,2045,2575000,170000,.
Shanghai-Nuclear_EP,2022,2800000,170000,.
Shanxi-Coal-SUBCRITICAL,2025,600000,20000,.
Shanxi-Coal-SUBCRITICAL,2035,600000,20000,.
Shanxi-Coal-SUBCRITICAL,2045,600000,20000,.
Shanxi-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Shanxi-Coal-SUPERCRITICAL,2025,700000,30000,.
Shanxi-Coal-SUPERCRITICAL,2035,700000,30000,.
Shanxi-Coal-SUPERCRITICAL,2045,700000,30000,.
Shanxi-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Shanxi-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Shanxi-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Shanxi-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Shanxi-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Shanxi-Coal-IGCC,2025,1100000,49000,.
Shanxi-Coal-IGCC,2035,1050000,44000,.
Shanxi-Coal-IGCC,2045,950000,41000,.
Shanxi-Coal-IGCC_EP,2022,1100000,49000,.
Shanxi-Gas-CCGT,2025,560000,20000,.
Shanxi-Gas-CCGT,2035,560000,20000,.
Shanxi-Gas-CCGT,2045,560000,20000,.
Shanxi-Gas-CCGT_EP,2022,560000,20000,.
Shanxi-Gas-turbine,2025,350000,20000,.
Shanxi-Gas-turbine,2035,350000,20000,.
Shanxi-Gas-turbine,2045,350000,20000,.
Shanxi-Gas-turbine_EP,2022,350000,20000,.
Shanxi-Nuclear,2025,2800000,170000,.
Shanxi-Nuclear,2035,2725000,170000,.
Shanxi-Nuclear,2045,2575000,170000,.
Shanxi-Nuclear_EP,2022,2800000,170000,.
Sichuan-Coal-SUBCRITICAL,2025,600000,20000,.
Sichuan-Coal-SUBCRITICAL,2035,600000,20000,.
Sichuan-Coal-SUBCRITICAL,2045,600000,20000,.
Sichuan-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Sichuan-Coal-SUPERCRITICAL,2025,700000,30000,.
Sichuan-Coal-SUPERCRITICAL,2035,700000,30000,.
Sichuan-Coal-SUPERCRITICAL,2045,700000,30000,.
Sichuan-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Sichuan-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Sichuan-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Sichuan-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Sichuan-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Sichuan-Coal-IGCC,2025,1100000,49000,.
Sichuan-Coal-IGCC,2035,1050000,44000,.
Sichuan-Coal-IGCC,2045,950000,41000,.
Sichuan-Coal-IGCC_EP,2022,1100000,49000,.
Sichuan-Gas-CCGT,2025,560000,20000,.
Sichuan-Gas-CCGT,2035,560000,20000,.
Sichuan-Gas-CCGT,2045,560000,20000,.
Sichuan-Gas-CCGT_EP,2022,560000,20000,.
Sichuan-Gas-turbine,2025,350000,20000,.
Sichuan-Gas-turbine,2035,350000,20000,.
Sichuan-Gas-turbine,2045,350000,20000,.
Sichuan-Gas-turbine_EP,2022,350000,20000,.
Sichuan-Nuclear,2025,2800000,170000,.
Sichuan-Nuclear,2035,2725000,170000,.
Sichuan-Nuclear,2045,2575000,170000,.
Sichuan-Nuclear_EP,2022,2800000,170000,.
Tianjin-Coal-SUBCRITICAL,2025,600000,20000,.
Tianjin-Coal-SUBCRITICAL,2035,600000,20000,.
Tianjin-Coal-SUBCRITICAL,2045,600000,20000,.
Tianjin-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Tianjin-Coal-SUPERCRITICAL,2025,700000,30000,.
Tianjin-Coal-SUPERCRITICAL,2035,700000,30000,.
Tianjin-Coal-SUPERCRITICAL,2045,700000,30000,.
Tianjin-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Tianjin-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Tianjin-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Tianjin-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Tianjin-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Tianjin-Coal-IGCC,2025,1100000,49000,.
Tianjin-Coal-IGCC,2035,1050000,44000,.
Tianjin-Coal-IGCC,2045,950000,41000,.
Tianjin-Coal-IGCC_EP,2022,1100000,49000,.
Tianjin-Gas-CCGT,2025,560000,20000,.
Tianjin-Gas-CCGT,2035,560000,20000,.
Tianjin-Gas-CCGT,2045,560000,20000,.
Tianjin-Gas-CCGT_EP,2022,560000,20000,.
Tianjin-Gas-turbine,2025,350000,20000,.
Tianjin-Gas-turbine,2035,350000,20000,.
Tianjin-Gas-turbine,2045,350000,20000,.
Tianjin-Gas-turbine_EP,2022,350000,20000,.
Tianjin-Nuclear,2025,2800000,170000,.
Tianjin-Nuclear,2035,2725000,170000,.
Tianjin-Nuclear,2045,2575000,170000,.
Tianjin-Nuclear_EP,2022,2800000,170000,.
Tibet-Coal-SUBCRITICAL,2025,600000,20000,.
Tibet-Coal-SUBCRITICAL,2035,600000,20000,.
Tibet-Coal-SUBCRITICAL,2045,600000,20000,.
Tibet-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Tibet-Coal-SUPERCRITICAL,2025,700000,30000,.
Tibet-Coal-SUPERCRITICAL,2035,700000,30000,.
Tibet-Coal-SUPERCRITICAL,2045,700000,30000,.
Tibet-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Tibet-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Tibet-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Tibet-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Tibet-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Tibet-Coal-IGCC,2025,1100000,49000,.
Tibet-Coal-IGCC,2035,1050000,44000,.
Tibet-Coal-IGCC,2045,950000,41000,.
Tibet-Coal-IGCC_EP,2022,1100000,49000,.
Tibet-Gas-CCGT,2025,560000,20000,.
Tibet-Gas-CCGT,2035,560000,20000,.
Tibet-Gas-CCGT,2045,560000,20000,.
Tibet-Gas-CCGT_EP,2022,560000,20000,.
Tibet-Gas-turbine,2025,350000,20000,.
Tibet-Gas-turbine,2035,350000,20000,.
Tibet-Gas-turbine,2045,350000,20000,.
Tibet-Gas-turbine_EP,2022,350000,20000,.
Tibet-Nuclear,2025,2800000,170000,.
Tibet-Nuclear,2035,2725000,170000,.
Tibet-Nuclear,2045,2575000,170000,.
Tibet-Nuclear_EP,2022,2800000,170000,.
West_Inner_Mongolia-Coal-SUBCRITICAL,2025,600000,20000,.
West_Inner_Mongolia-Coal-SUBCRITICAL,2035,600000,20000,.
West_Inner_Mongolia-Coal-SUBCRITICAL,2045,600000,20000,.
West_Inner_Mongolia-Coal-SUBCRITICAL_EP,2022,600000,20000,.
West_Inner_Mongolia-Coal-SUPERCRITICAL,2025,700000,30000,.
West_Inner_Mongolia-Coal-SUPERCRITICAL,2035,700000,30000,.
West_Inner_Mongolia-Coal-SUPERCRITICAL,2045,700000,30000,.
West_Inner_Mongolia-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
West_Inner_Mongolia-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
West_Inner_Mongolia-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
West_Inner_Mongolia-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
West_Inner_Mongolia-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
West_Inner_Mongolia-Coal-IGCC,2025,1100000,49000,.
West_Inner_Mongolia-Coal-IGCC,2035,1050000,44000,.
West_Inner_Mongolia-Coal-IGCC,2045,950000,41000,.
West_Inner_Mongolia-Coal-IGCC_EP,2022,1100000,49000,.
West_Inner_Mongolia-Gas-CCGT,2025,560000,20000,.
West_Inner_Mongolia-Gas-CCGT,2035,560000,20000,.
West_Inner_Mongolia-Gas-CCGT,2045,560000,20000,.
West_Inner_Mongolia-Gas-CCGT_EP,2022,560000,20000,.
West_Inner_Mongolia-Gas-turbine,2025,350000,20000,.
West_Inner_Mongolia-Gas-turbine,2035,350000,20000,.
West_Inner_Mongolia-Gas-turbine,2045,350000,20000,.
West_Inner_Mongolia-Gas-turbine_EP,2022,350000,20000,.
West_Inner_Mongolia-Nuclear,2025,2800000,170000,.
West_Inner_Mongolia-Nuclear,2035,2725000,170000,.
West_Inner_Mongolia-Nuclear,2045,2575000,170000,.
West_Inner_Mongolia-Nuclear_EP,2022,2800000,170000,.
Xinjiang-Coal-SUBCRITICAL,2025,600000,20000,.
Xinjiang-Coal-SUBCRITICAL,2035,600000,20000,.
Xinjiang-Coal-SUBCRITICAL,2045,600000,20000,.
Xinjiang-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Xinjiang-Coal-SUPERCRITICAL,2025,700000,30000,.
Xinjiang-Coal-SUPERCRITICAL,2035,700000,30000,.
Xinjiang-Coal-SUPERCRITICAL,2045,700000,30000,.
Xinjiang-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Xinjiang-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Xinjiang-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Xinjiang-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Xinjiang-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Xinjiang-Coal-IGCC,2025,1100000,49000,.
Xinjiang-Coal-IGCC,2035,1050000,44000,.
Xinjiang-Coal-IGCC,2045,950000,41000,.
Xinjiang-Coal-IGCC_EP,2022,1100000,49000,.
Xinjiang-Gas-CCGT,2025,560000,20000,.
Xinjiang-Gas-CCGT,2035,560000,20000,.
Xinjiang-Gas-CCGT,2045,560000,20000,.
Xinjiang-Gas-CCGT_EP,2022,560000,20000,.
Xinjiang-Gas-turbine,2025,350000,20000,.
Xinjiang-Gas-turbine,2035,350000,20000,.
Xinjiang-Gas-turbine,2045,350000,20000,.
Xinjiang-Gas-turbine_EP,2022,350000,20000,.
Xinjiang-Nuclear,2025,2800000,170000,.
Xinjiang-Nuclear,2035,2725000,170000,.
Xinjiang-Nuclear,2045,2575000,170000,.
Xinjiang-Nuclear_EP,2022,2800000,170000,.
Yunnan-Coal-SUBCRITICAL,2025,600000,20000,.
Yunnan-Coal-SUBCRITICAL,2035,600000,20000,.
Yunnan-Coal-SUBCRITICAL,2045,600000,20000,.
Yunnan-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Yunnan-Coal-SUPERCRITICAL,2025,700000,30000,.
Yunnan-Coal-SUPERCRITICAL,2035,700000,30000,.
Yunnan-Coal-SUPERCRITICAL,2045,700000,30000,.
Yunnan-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Yunnan-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Yunnan-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Yunnan-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Yunnan-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Yunnan-Coal-IGCC,2025,1100000,49000,.
Yunnan-Coal-IGCC,2035,1050000,44000,.
Yunnan-Coal-IGCC,2045,950000,41000,.
Yunnan-Coal-IGCC_EP,2022,1100000,49000,.
Yunnan-Gas-CCGT,2025,560000,20000,.
Yunnan-Gas-CCGT,2035,560000,20000,.
Yunnan-Gas-CCGT,2045,560000,20000,.
Yunnan-Gas-CCGT_EP,2022,560000,20000,.
Yunnan-Gas-turbine,2025,350000,20000,.
Yunnan-Gas-turbine,2035,350000,20000,.
Yunnan-Gas-turbine,2045,350000,20000,.
Yunnan-Gas-turbine_EP,2022,350000,20000,.
Yunnan-Nuclear,2025,2800000,170000,.
Yunnan-Nuclear,2035,2725000,170000,.
Yunnan-Nuclear,2045,2575000,170000,.
Yunnan-Nuclear_EP,2022,2800000,170000,.
Zhejiang-Coal-SUBCRITICAL,2025,600000,20000,.
Zhejiang-Coal-SUBCRITICAL,2035,600000,20000,.
Zhejiang-Coal-SUBCRITICAL,2045,600000,20000,.
Zhejiang-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Zhejiang-Coal-SUPERCRITICAL,2025,700000,30000,.
Zhejiang-Coal-SUPERCRITICAL,2035,700000,30000,.
Zhejiang-Coal-SUPERCRITICAL,2045,700000,30000,.
Zhejiang-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Zhejiang-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Zhejiang-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Zhejiang-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Zhejiang-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Zhejiang-Coal-IGCC,2025,1100000,49000,.
Zhejiang-Coal-IGCC,2035,1050000,44000,.
Zhejiang-Coal-IGCC,2045,950000,41000,.
Zhejiang-Coal-IGCC_EP,2022,1100000,49000,.
Zhejiang-Gas-CCGT,2025,560000,20000,.
Zhejiang-Gas-CCGT,2035,560000,20000,.
Zhejiang-Gas-CCGT,2045,560000,20000,.
Zhejiang-Gas-CCGT_EP,2022,560000,20000,.
Zhejiang-Gas-turbine,2025,350000,20000,.
Zhejiang-Gas-turbine,2035,350000,20000,.
Zhejiang-Gas-turbine,2045,350000,20000,.
Zhejiang-Gas-turbine_EP,2022,350000,20000,.
Zhejiang-Nuclear,2025,2800000,170000,.
Zhejiang-Nuclear,2035,2725000,170000,.
Zhejiang-Nuclear,2045,2575000,170000,.
Zhejiang-Nuclear_EP,2022,2800000,170000,.
Anhui-Battery_Storage,2025,0,38777,427850.75
Anhui-Battery_Storage,2035,0,29997,336849
Anhui-Battery_Storage,2045,0,24986,284904.75
Anhui-Central_PV,2025,1491641,21001,.
Anhui-Central_PV,2035,895321,15022,.
Anhui-Central_PV,2045,753705,13510,.
Anhui-Central_PV_EP-ep,2022,1491641,21001,.
Anhui-Commercial_PV,2025,1491641,21001,.
Anhui-Commercial_PV,2035,895321,15022,.
Anhui-Commercial_PV,2045,753705,13510,.
Anhui-Hydro_Pumped-ep,2025,0,20150,244774.5806
Anhui-Hydro_Pumped-ep,2035,0,20150,244774.5806
Anhui-Hydro_Pumped-ep,2045,0,20150,244774.5806
Anhui-Hydro_Pumped-ep,2022,0,20150,244774.5806
Anhui-Residential_PV,2025,1491641,21001,.
Anhui-Residential_PV,2035,895321,15022,.
Anhui-Residential_PV,2045,753705,13510,.
Anhui-Wind,2025,1569099,31251,.
Anhui-Wind,2035,1344692,28261,.
Anhui-Wind,2045,1188169,26256,.
Anhui-Wind_EP-ep,2022,1569099,31251,.
Beijing-Battery_Storage,2025,0,38777,427850.75
Beijing-Battery_Storage,2035,0,29997,336849
Beijing-Battery_Storage,2045,0,24986,284904.75
Beijing-Central_PV,2025,1491641,21001,.
Beijing-Central_PV,2035,895321,15022,.
Beijing-Central_PV,2045,753705,13510,.
Beijing-Central_PV_EP-ep,2022,1491641,21001,.
Beijing-Commercial_PV,2025,1491641,21001,.
Beijing-Commercial_PV,2035,895321,15022,.
Beijing-Commercial_PV,2045,753705,13510,.
Beijing-Hydro_Pumped-ep,2025,0,20150,244774.5806
Beijing-Hydro_Pumped-ep,2035,0,20150,244774.5806
Beijing-Hydro_Pumped-ep,2045,0,20150,244774.5806
Beijing-Hydro_Pumped-ep,2022,0,20150,244774.5806
Beijing-Residential_PV,2025,1491641,21001,.
Beijing-Residential_PV,2035,895321,15022,.
Beijing-Residential_PV,2045,753705,13510,.
Beijing-Wind_EP-ep,2022,1569099,31251,.
Chongqing-Battery_Storage,2025,0,38777,427850.75
Chongqing-Battery_Storage,2035,0,29997,336849
Chongqing-Battery_Storage,2045,0,24986,284904.75
Chongqing-Central_PV,2025,1491641,21001,.
Chongqing-Central_PV,2035,895321,15022,.
Chongqing-Central_PV,2045,753705,13510,.
Chongqing-Central_PV_EP-ep,2022,1491641,21001,.
Chongqing-Commercial_PV,2025,1491641,21001,.
Chongqing-Commercial_PV,2035,895321,15022,.
Chongqing-Commercial_PV,2045,753705,13510,.
Chongqing-Hydro_Pumped-ep,2025,0,20150,244774.5806
Chongqing-Hydro_Pumped-ep,2035,0,20150,244774.5806
Chongqing-Hydro_Pumped-ep,2045,0,20150,244774.5806
Chongqing-Hydro_Pumped-ep,2022,0,20150,244774.5806
Chongqing-Residential_PV,2025,1491641,21001,.
Chongqing-Residential_PV,2035,895321,15022,.
Chongqing-Residential_PV,2045,753705,13510,.
Chongqing-Wind,2025,1569099,31251,.
Chongqing-Wind,2035,1344692,28261,.
Chongqing-Wind,2045,1188169,26256,.
Chongqing-Wind_EP-ep,2022,1569099,31251,.
East_Inner_Mongolia-Battery_Storage,2025,0,38777,427850.75
East_Inner_Mongolia-Battery_Storage,2035,0,29997,336849
East_Inner_Mongolia-Battery_Storage,2045,0,24986,284904.75
East_Inner_Mongolia-Central_PV,2025,1491641,21001,.
East_Inner_Mongolia-Central_PV,2035,895321,15022,.
East_Inner_Mongolia-Central_PV,2045,753705,13510,.
East_Inner_Mongolia-Central_PV_EP-ep,2022,1491641,21001,.
East_Inner_Mongolia-Commercial_PV,2025,1491641,21001,.
East_Inner_Mongolia-Commercial_PV,2035,895321,15022,.
East_Inner_Mongolia-Commercial_PV,2045,753705,13510,.
East_Inner_Mongolia-Residential_PV,2025,1491641,21001,.
East_Inner_Mongolia-Residential_PV,2035,895321,15022,.
East_Inner_Mongolia-Residential_PV,2045,753705,13510,.
East_Inner_Mongolia-Wind,2025,1569099,31251,.
East_Inner_Mongolia-Wind,2035,1344692,28261,.
East_Inner_Mongolia-Wind,2045,1188169,26256,.
East_Inner_Mongolia-Wind_EP-ep,2022,1569099,31251,.
Fujian-Battery_Storage,2025,0,38777,427850.75
Fujian-Battery_Storage,2035,0,29997,336849
Fujian-Battery_Storage,2045,0,24986,284904.75
Fujian-Central_PV,2025,1491641,21001,.
Fujian-Central_PV,2035,895321,15022,.
Fujian-Central_PV,2045,753705,13510,.
Fujian-Central_PV_EP-ep,2022,1491641,21001,.
Fujian-Commercial_PV,2025,1491641,21001,.
Fujian-Commercial_PV,2035,895321,15022,.
Fujian-Commercial_PV,2045,753705,13510,.
Fujian-Hydro_Pumped-ep,2025,0,20150,244774.5806
Fujian-Hydro_Pumped-ep,2035,0,20150,244774.5806
Fujian-Hydro_Pumped-ep,2045,0,20150,244774.5806
Fujian-Hydro_Pumped-ep,2022,0,20150,244774.5806
Fujian-Offshore_Wind,2025,5877079,84270,.
Fujian-Offshore_Wind,2035,3435322,74181,.
Fujian-Offshore_Wind,2045,3208853,68141,.
Fujian-Residential_PV,2025,1491641,21001,.
Fujian-Residential_PV,2035,895321,15022,.
Fujian-Residential_PV,2045,753705,13510,.
Fujian-Wind,2025,1569099,31251,.
Fujian-Wind,2035,1344692,28261,.
Fujian-Wind,2045,1188169,26256,.
Fujian-Wind_EP-ep,2022,1569099,31251,.
Gansu-Battery_Storage,2025,0,38777,427850.75
Gansu-Battery_Storage,2035,0,29997,336849
Gansu-Battery_Storage,2045,0,24986,284904.75
Gansu-Central_PV,2025,1491641,21001,.
Gansu-Central_PV,2035,895321,15022,.
Gansu-Central_PV,2045,753705,13510,.
Gansu-Central_PV_EP-ep,2022,1491641,21001,.
Gansu-Commercial_PV,2025,1491641,21001,.
Gansu-Commercial_PV,2035,895321,15022,.
Gansu-Commercial_PV,2045,753705,13510,.
Gansu-Residential_PV,2025,1491641,21001,.
Gansu-Residential_PV,2035,895321,15022,.
Gansu-Residential_PV,2045,753705,13510,.
Gansu-Wind,2025,1569099,31251,.
Gansu-Wind,2035,1344692,28261,.
Gansu-Wind,2045,1188169,26256,.
Gansu-Wind_EP-ep,2022,1569099,31251,.
Guangdong-Battery_Storage,2025,0,38777,427850.75
Guangdong-Battery_Storage,2035,0,29997,336849
Guangdong-Battery_Storage,2045,0,24986,284904.75
Guangdong-Central_PV,2025,1491641,21001,.
Guangdong-Central_PV,2035,895321,15022,.
Guangdong-Central_PV,2045,753705,13510,.
Guangdong-Central_PV_EP-ep,2022,1491641,21001,.
Guangdong-Commercial_PV,2025,1491641,21001,.
Guangdong-Commercial_PV,2035,895321,15022,.
Guangdong-Commercial_PV,2045,753705,13510,.
Guangdong-Hydro_Pumped-ep,2025,0,20150,244774.5806
Guangdong-Hydro_Pumped-ep,2035,0,20150,244774.5806
Guangdong-Hydro_Pumped-ep,2045,0,20150,244774.5806
Guangdong-Hydro_Pumped-ep,2022,0,20150,244774.5806
Guangdong-Offshore_Wind,2025,5877079,84270,.
Guangdong-Offshore_Wind,2035,3435322,74181,.
Guangdong-Offshore_Wind,2045,3208853,68141,.
Guangdong-Residential_PV,2025,1491641,21001,.
Guangdong-Residential_PV,2035,895321,15022,.
Guangdong-Residential_PV,2045,753705,13510,.
Guangdong-Wind,2025,1569099,31251,.
Guangdong-Wind,2035,1344692,28261,.
Guangdong-Wind,2045,1188169,26256,.
Guangdong-Wind_EP-ep,2022,1569099,31251,.
Guangxi-Battery_Storage,2025,0,38777,427850.75
Guangxi-Battery_Storage,2035,0,29997,336849
Guangxi-Battery_Storage,2045,0,24986,284904.75
Guangxi-Central_PV,2025,1491641,21001,.
Guangxi-Central_PV,2035,895321,15022,.
Guangxi-Central_PV,2045,753705,13510,.
Guangxi-Central_PV_EP-ep,2022,1491641,21001,.
Guangxi-Commercial_PV,2025,1491641,21001,.
Guangxi-Commercial_PV,2035,895321,15022,.
Guangxi-Commercial_PV,2045,753705,13510,.
Guangxi-Offshore_Wind,2025,5877079,84270,.
Guangxi-Offshore_Wind,2035,3435322,74181,.
Guangxi-Offshore_Wind,2045,3208853,68141,.
Guangxi-Residential_PV,2025,1491641,21001,.
Guangxi-Residential_PV,2035,895321,15022,.
Guangxi-Residential_PV,2045,753705,13510,.
Guangxi-Wind,2025,1569099,31251,.
Guangxi-Wind,2035,1344692,28261,.
Guangxi-Wind,2045,1188169,26256,.
Guangxi-Wind_EP-ep,2022,1569099,31251,.
Guizhou-Battery_Storage,2025,0,38777,427850.75
Guizhou-Battery_Storage,2035,0,29997,336849
Guizhou-Battery_Storage,2045,0,24986,284904.75
Guizhou-Central_PV,2025,1491641,21001,.
Guizhou-Central_PV,2035,895321,15022,.
Guizhou-Central_PV,2045,753705,13510,.
Guizhou-Central_PV_EP-ep,2022,1491641,21001,.
Guizhou-Commercial_PV,2025,1491641,21001,.
Guizhou-Commercial_PV,2035,895321,15022,.
Guizhou-Commercial_PV,2045,753705,13510,.
Guizhou-Residential_PV,2025,1491641,21001,.
Guizhou-Residential_PV,2035,895321,15022,.
Guizhou-Residential_PV,2045,753705,13510,.
Guizhou-Wind,2025,1569099,31251,.
Guizhou-Wind,2035,1344692,28261,.
Guizhou-Wind,2045,1188169,26256,.
Guizhou-Wind_EP-ep,2022,1569099,31251,.
Hainan-Battery_Storage,2025,0,38777,427850.75
Hainan-Battery_Storage,2035,0,29997,336849
Hainan-Battery_Storage,2045,0,24986,284904.75
Hainan-Central_PV,2025,1491641,21001,.
Hainan-Central_PV,2035,895321,15022,.
Hainan-Central_PV,2045,753705,13510,.
Hainan-Central_PV_EP-ep,2022,1491641,21001,.
Hainan-Commercial_PV,2025,1491641,21001,.
Hainan-Commercial_PV,2035,895321,15022,.
Hainan-Commercial_PV,2045,753705,13510,.
Hainan-Hydro_Pumped-ep,2025,0,20150,244774.5806
Hainan-Hydro_Pumped-ep,2035,0,20150,244774.5806
Hainan-Hydro_Pumped-ep,2045,0,20150,244774.5806
Hainan-Hydro_Pumped-ep,2022,0,20150,244774.5806
Hainan-Offshore_Wind,2025,5877079,84270,.
Hainan-Offshore_Wind,2035,3435322,74181,.
Hainan-Offshore_Wind,2045,3208853,68141,.
Hainan-Residential_PV,2025,1491641,21001,.
Hainan-Residential_PV,2035,895321,15022,.
Hainan-Residential_PV,2045,753705,13510,.
Hainan-Wind,2025,1569099,31251,.
Hainan-Wind,2035,1344692,28261,.
Hainan-Wind,2045,1188169,26256,.
Hainan-Wind_EP-ep,2022,1569099,31251,.
