GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
DE-Wind Onshore,2035,1344692,28261,.
DE-Wind Onshore,2045,1188169,26256,.
DE-Wind Onshore_EP,2022,1569099,31251,.
DK-Battery,2025,0,38777,427850.75
DK-Battery,2035,0,29997,336849
DK-Battery,2045,0,24986,284904.75
DK-Battery_EP,2022,0,38777,427850.75
DK-Hydro Run of river and poundage_EP,2025,3241336,92000,.
DK-Hydro Run of river and poundage_EP,2035,3241336,92000,.
DK-Hydro Run of river and poundage_EP,2045,3111470,88000,.
DK-Hydro Run of river and poundage_EP,2022,3241336,92000,.
DK-Solar,2025,1491641,21001,.
DK-Solar,2035,895321,15022,.
DK-Solar,2045,753705,13510,.
DK-Solar_EP,2022,1491641,21001,.
DK-Wind Offshore,2025,5877079,84270,.
DK-Wind Offshore,2035,3435322,74181,.
DK-Wind Offshore,2045,3208853,68141,.
DK-Wind Offshore_EP,2022,5877079,84270,.
DK-Wind Onshore,2025,1569099,31251,.
DK-Wind Onshore,2035,1344692,28261,.
DK-Wind Onshore,2045,1188169,26256,.
DK-Wind Onshore_EP,2022,1569099,31251,.
EE-Battery,2025,0,38777,427850.75
EE-Battery,2035,0,29997,336849
EE-Battery,2045,0,24986,284904.75
EE-Battery_EP,2022,0,38777,427850.75
EE-Hydro Run of river and poundage_EP,2025,3241336,92000,.
EE-Hydro Run of river and poundage_EP,2035,3241336,92000,.
EE-Hydro Run of river and poundage_EP,2045,3111470,88000,.
EE-Hydro Run of river and poundage_EP,2022,3241336,92000,.
EE-Solar,2025,1491641,21001,.
EE-Solar,2035,895321,15022,.
EE-Solar,2045,753705,13510,.
EE-Solar_EP,2022,1491641,21001,.
EE-Wind Onshore,2025,1569099,31251,.
EE-Wind Onshore,2035,1344692,28261,.
EE-Wind Onshore,2045,1188169,26256,.
EE-Wind Onshore_EP,2022,1569099,31251,.
ES-Battery,2025,0,38777,427850.75
ES-Battery,2035,0,29997,336849
ES-Battery,2045,0,24986,284904.75
ES-Battery_EP,2022,0,38777,427850.75
ES-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
ES-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
ES-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
ES-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
ES-Hydro Run of river and poundage_EP,2025,3241336,92000,.
ES-Hydro Run of river and poundage_EP,2035,3241336,92000,.
ES-Hydro Run of river and poundage_EP,2045,3111470,88000,.
ES-Hydro Run of river and poundage_EP,2022,3241336,92000,.
ES-Hydro Water Reservoir_EP,2025,3241336,92000,.
ES-Hydro Water Reservoir_EP,2035,3241336,92000,.
ES-Hydro Water Reservoir_EP,2045,3111470,88000,.
ES-Hydro Water Reservoir_EP,2022,3241336,92000,.
ES-Solar,2025,1491641,21001,.
ES-Solar,2035,895321,15022,.
ES-Solar,2045,753705,13510,.
ES-Solar_EP,2022,1491641,21001,.
ES-Wind Onshore,2025,1569099,31251,.
ES-Wind Onshore,2035,1344692,28261,.
ES-Wind Onshore,2045,1188169,26256,.
ES-Wind Onshore_EP,2022,1569099,31251,.
FR-Battery,2025,0,38777,427850.75
FR-Battery,2035,0,29997,336849
FR-Battery,2045,0,24986,284904.75
FR-Battery_EP,2022,0,38777,427850.75
FR-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
FR-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
FR-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
FR-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
FR-Hydro Run of river and poundage_EP,2025,3241336,92000,.
FR-Hydro Run of river and poundage_EP,2035,3241336,92000,.
FR-Hydro Run of river and poundage_EP,2045,3111470,88000,.
FR-Hydro Run of river and poundage_EP,2022,3241336,92000,.
FR-Hydro Water Reservoir_EP,2025,3241336,92000,.
FR-Hydro Water Reservoir_EP,2035,3241336,92000,.
FR-Hydro Water Reservoir_EP,2045,3111470,88000,.
FR-Hydro Water Reservoir_EP,2022,3241336,92000,.
FR-Solar,2025,1491641,21001,.
FR-Solar,2035,895321,15022,.
FR-Solar,2045,753705,13510,.
FR-Solar_EP,2022,1491641,21001,.
FR-Wind Offshore,2025,5877079,84270,.
FR-Wind Offshore,2035,3435322,74181,.
FR-Wind Offshore,2045,3208853,68141,.
FR-Wind Offshore_EP,2022,5877079,84270,.
FR-Wind Onshore,2025,1569099,31251,.
FR-Wind Onshore,2035,1344692,28261,.
FR-Wind Onshore,2045,1188169,26256,.
FR-Wind Onshore_EP,2022,1569099,31251,.
GB-Battery,2025,0,38777,427850.75
GB-Battery,2035,0,29997,336849
GB-Battery,2045,0,24986,284904.75
GB-Battery_EP,2022,0,38777,427850.75
GB-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
GB-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
GB-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
GB-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
GB-Hydro Water Reservoir_EP,2025,3241336,92000,.
GB-Hydro Water Reservoir_EP,2035,3241336,92000,.
GB-Hydro Water Reservoir_EP,2045,3111470,88000,.
GB-Hydro Water Reservoir_EP,2022,3241336,92000,.
GB-Solar,2025,1491641,21001,.
GB-Solar,2035,895321,15022,.
GB-Solar,2045,753705,13510,.
GB-Solar_EP,2022,1491641,21001,.
GB-Wind Offshore,2025,5877079,84270,.
GB-Wind Offshore,2035,3435322,74181,.
GB-Wind Offshore,2045,3208853,68141,.
GB-Wind Offshore_EP,2022,5877079,84270,.
GB-Wind Onshore,2025,1569099,31251,.
GB-Wind Onshore,2035,1344692,28261,.
GB-Wind Onshore,2045,1188169,26256,.
GB-Wind Onshore_EP,2022,1569099,31251,.
HR-Battery,2025,0,38777,427850.75
HR-Battery,2035,0,29997,336849
HR-Battery,2045,0,24986,284904.75
HR-Battery_EP,2022,0,38777,427850.75
HR-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
HR-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
HR-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
HR-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
HR-Hydro Run of river and poundage_EP,2025,3241336,92000,.
HR-Hydro Run of river and poundage_EP,2035,3241336,92000,.
HR-Hydro Run of river and poundage_EP,2045,3111470,88000,.
HR-Hydro Run of river and poundage_EP,2022,3241336,92000,.
HR-Hydro Water Reservoir_EP,2025,3241336,92000,.
HR-Hydro Water Reservoir_EP,2035,3241336,92000,.
HR-Hydro Water Reservoir_EP,2045,3111470,88000,.
HR-Hydro Water Reservoir_EP,2022,3241336,92000,.
HR-Solar,2025,1491641,21001,.
HR-Solar,2035,895321,15022,.
HR-Solar,2045,753705,13510,.
HR-Solar_EP,2022,1491641,21001,.
HR-Wind Onshore,2025,1569099,31251,.
HR-Wind Onshore,2035,1344692,28261,.
HR-Wind Onshore,2045,1188169,26256,.
HR-Wind Onshore_EP,2022,1569099,31251,.
HU-Battery,2025,0,38777,427850.75
HU-Battery,2035,0,29997,336849
HU-Battery,2045,0,24986,284904.75
HU-Battery_EP,2022,0,38777,427850.75
HU-Hydro Run of river and poundage_EP,2025,3241336,92000,.
HU-Hydro Run of river and poundage_EP,2035,3241336,92000,.
HU-Hydro Run of river and poundage_EP,2045,3111470,88000,.
HU-Hydro Run of river and poundage_EP,2022,3241336,92000,.
HU-Hydro Water Reservoir_EP,2025,3241336,92000,.
HU-Hydro Water Reservoir_EP,2035,3241336,92000,.
HU-Hydro Water Reservoir_EP,2045,3111470,88000,.
HU-Hydro Water Reservoir_EP,2022,3241336,92000,.
HU-Solar,2025,1491641,21001,.
HU-Solar,2035,895321,15022,.
HU-Solar,2045,753705,13510,.
HU-Solar_EP,2022,1491641,21001,.
HU-Wind Onshore,2025,1569099,31251,.
HU-Wind Onshore,2035,1344692,28261,.
HU-Wind Onshore,2045,1188169,26256,.
HU-Wind Onshore_EP,2022,1569099,31251,.
IT-Battery,2025,0,38777,427850.75
IT-Battery,2035,0,29997,336849
IT-Battery,2045,0,24986,284904.75
IT-Battery_EP,2022,0,38777,427850.75
IT-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
IT-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
IT-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
IT-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
IT-Hydro Run of river and poundage_EP,2025,3241336,92000,.
IT-Hydro Run of river and poundage_EP,2035,3241336,92000,.
IT-Hydro Run of river and poundage_EP,2045,3111470,88000,.
IT-Hydro Run of river and poundage_EP,2022,3241336,92000,.
IT-Hydro Water Reservoir_EP,2025,3241336,92000,.
IT-Hydro Water Reservoir_EP,2035,3241336,92000,.
IT-Hydro Water Reservoir_EP,2045,3111470,88000,.
IT-Hydro Water Reservoir_EP,2022,3241336,92000,.
IT-Solar,2025,1491641,21001,.
IT-Solar,2035,895321,15022,.
IT-Solar,2045,753705,13510,.
IT-Solar_EP,2022,1491641,21001,.
IT-Wind Offshore,2025,5877079,84270,.
IT-Wind Offshore,2035,3435322,74181,.
IT-Wind Offshore,2045,3208853,68141,.
IT-Wind Offshore_EP,2022,5877079,84270,.
IT-Wind Onshore,2025,1569099,31251,.
IT-Wind Onshore,2035,1344692,28261,.
IT-Wind Onshore,2045,1188169,26256,.
IT-Wind Onshore_EP,2022,1569099,31251,.
LT-Battery,2025,0,38777,427850.75
LT-Battery,2035,0,29997,336849
LT-Battery,2045,0,24986,284904.75
LT-Battery_EP,2022,0,38777,427850.75
LT-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
LT-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
LT-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
LT-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
LT-Hydro Run of river and poundage_EP,2025,3241336,92000,.
LT-Hydro Run of river and poundage_EP,2035,3241336,92000,.
LT-Hydro Run of river and poundage_EP,2045,3111470,88000,.
LT-Hydro Run of river and poundage_EP,2022,3241336,92000,.
LT-Solar,2025,1491641,21001,.
LT-Solar,2035,895321,15022,.
LT-Solar,2045,753705,13510,.
LT-Solar_EP,2022,1491641,21001,.
LT-Wind Onshore,2025,1569099,31251,.
LT-Wind Onshore,2035,1344692,28261,.
LT-Wind Onshore,2045,1188169,26256,.
LT-Wind Onshore_EP,2022,1569099,31251,.
LU-Battery,2025,0,38777,427850.75
LU-Battery,2035,0,29997,336849
LU-Battery,2045,0,24986,284904.75
LU-Battery_EP,2022,0,38777,427850.75
LU-Hydro Run of river and poundage_EP,2025,3241336,92000,.
LU-Hydro Run of river and poundage_EP,2035,3241336,92000,.
LU-Hydro Run of river and poundage_EP,2045,3111470,88000,.
LU-Hydro Run of river and poundage_EP,2022,3241336,92000,.
LU-Hydro Water Reservoir_EP,2025,3241336,92000,.
LU-Hydro Water Reservoir_EP,2035,3241336,92000,.
LU-Hydro Water Reservoir_EP,2045,3111470,88000,.
LU-Hydro Water Reservoir_EP,2022,3241336,92000,.
LU-Solar,2025,1491641,21001,.
LU-Solar,2035,895321,15022,.
LU-Solar,2045,753705,13510,.
LU-Solar_EP,2022,1491641,21001,.
LU-Wind Onshore,2025,1569099,31251,.
LU-Wind Onshore,2035,1344692,28261,.
LU-Wind Onshore,2045,1188169,26256,.
LU-Wind Onshore_EP,2022,1569099,31251,.
LV-Battery,2025,0,38777,427850.75
LV-Battery,2035,0,29997,336849
LV-Battery,2045,0,24986,284904.75
LV-Battery_EP,2022,0,38777,427850.75
LV-Hydro Run of river and poundage_EP,2025,3241336,92000,.
LV-Hydro Run of river and poundage_EP,2035,3241336,92000,.
LV-Hydro Run of river and poundage_EP,2045,3111470,88000,.
LV-Hydro Run of river and poundage_EP,2022,3241336,92000,.
LV-Solar,2025,1491641,21001,.
LV-Solar,2035,895321,15022,.
LV-Solar,2045,753705,13510,.
LV-Solar_EP,2022,1491641,21001,.
LV-Wind Onshore,2025,1569099,31251,.
LV-Wind Onshore,2035,1344692,28261,.
LV-Wind Onshore,2045,1188169,26256,.
LV-Wind Onshore_EP,2022,1569099,31251,.
ME-Battery,2025,0,38777,427850.75
ME-Battery,2035,0,29997,336849
ME-Battery,2045,0,24986,284904.75
ME-Battery_EP,2022,0,38777,427850.75
ME-Hydro Run of river and poundage_EP,2025,3241336,92000,.
ME-Hydro Run of river and poundage_EP,2035,3241336,92000,.
ME-Hydro Run of river and poundage_EP,2045,3111470,88000,.
ME-Hydro Run of river and poundage_EP,2022,3241336,92000,.
ME-Hydro Water Reservoir_EP,2025,3241336,92000,.
ME-Hydro Water Reservoir_EP,2035,3241336,92000,.
ME-Hydro Water Reservoir_EP,2045,3111470,88000,.
ME-Hydro Water Reservoir_EP,2022,3241336,92000,.
ME-Solar,2025,1491641,21001,.
ME-Solar,2035,895321,15022,.
ME-Solar,2045,753705,13510,.
ME-Wind Onshore,2025,1569099,31251,.
ME-Wind Onshore,2035,1344692,28261,.
ME-Wind Onshore,2045,1188169,26256,.
ME-Wind Onshore_EP,2022,1569099,31251,.
NL-Battery,2025,0,38777,427850.75
NL-Battery,2035,0,29997,336849
NL-Battery,2045,0,24986,284904.75
NL-Battery_EP,2022,0,38777,427850.75
NL-Hydro Run of river and poundage_EP,2025,3241336,92000,.
NL-Hydro Run of river and poundage_EP,2035,3241336,92000,.
NL-Hydro Run of river and poundage_EP,2045,3111470,88000,.
NL-Hydro Run of river and poundage_EP,2022,3241336,92000,.
NL-Solar,2025,1491641,21001,.
NL-Solar,2035,895321,15022,.
NL-Solar,2045,753705,13510,.
NL-Solar_EP,2022,1491641,21001,.
NL-Wind Offshore,2025,5877079,84270,.
NL-Wind Offshore,2035,3435322,74181,.
NL-Wind Offshore,2045,3208853,68141,.
NL-Wind Offshore_EP,2022,5877079,84270,.
NL-Wind Onshore,2025,1569099,31251,.
NL-Wind Onshore,2035,1344692,28261,.
NL-Wind Onshore,2045,1188169,26256,.
NL-Wind Onshore_EP,2022,1569099,31251,.
NO-Battery,2025,0,38777,427850.75
NO-Battery,2035,0,29997,336849
NO-Battery,2045,0,24986,284904.75
NO-Battery_EP,2022,0,38777,427850.75
NO-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
NO-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
NO-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
NO-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
NO-Hydro Run of river and poundage_EP,2025,3241336,92000,.
NO-Hydro Run of river and poundage_EP,2035,3241336,92000,.
NO-Hydro Run of river and poundage_EP,2045,3111470,88000,.
NO-Hydro Run of river and poundage_EP,2022,3241336,92000,.
NO-Hydro Water Reservoir_EP,2025,3241336,92000,.
NO-Hydro Water Reservoir_EP,2035,3241336,92000,.
NO-Hydro Water Reservoir_EP,2045,3111470,88000,.
NO-Hydro Water Reservoir_EP,2022,3241336,92000,.
NO-Solar,2025,1491641,21001,.
NO-Solar,2035,895321,15022,.
NO-Solar,2045,753705,13510,.
NO-Wind Onshore,2025,1569099,31251,.
NO-Wind Onshore,2035,1344692,28261,.
NO-Wind Onshore,2045,1188169,26256,.
NO-Wind Onshore_EP,2022,1569099,31251,.
PL-Battery,2025,0,38777,427850.75
PL-Battery,2035,0,29997,336849
PL-Battery,2045,0,24986,284904.75
PL-Battery_EP,2022,0,38777,427850.75
PL-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
PL-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
PL-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
PL-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
PL-Hydro Run of river and poundage_EP,2025,3241336,92000,.
PL-Hydro Run of river and poundage_EP,2035,3241336,92000,.
PL-Hydro Run of river and poundage_EP,2045,3111470,88000,.
PL-Hydro Run of river and poundage_EP,2022,3241336,92000,.
PL-Hydro Water Reservoir_EP,2025,3241336,92000,.
PL-Hydro Water Reservoir_EP,2035,3241336,92000,.
PL-Hydro Water Reservoir_EP,2045,3111470,88000,.
PL-Hydro Water Reservoir_EP,2022,3241336,92000,.
PL-Solar,2025,1491641,21001,.
PL-Solar,2035,895321,15022,.
PL-Solar,2045,753705,13510,.
PL-Solar_EP,2022,1491641,21001,.
PL-Wind Onshore,2025,1569099,31251,.
PL-Wind Onshore,2035,1344692,28261,.
PL-Wind Onshore,2045,1188169,26256,.
PL-Wind Onshore_EP,2022,1569099,31251,.
PT-Battery,2025,0,38777,427850.75
PT-Battery,2035,0,29997,336849
PT-Battery,2045,0,24986,284904.75
PT-Battery_EP,2022,0,38777,427850.75
PT-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
PT-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
PT-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
PT-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
PT-Hydro Run of river and poundage_EP,2025,3241336,92000,.
PT-Hydro Run of river and poundage_EP,2035,3241336,92000,.
PT-Hydro Run of river and poundage_EP,2045,3111470,88000,.
PT-Hydro Run of river and poundage_EP,2022,3241336,92000,.
PT-Hydro Water Reservoir_EP,2025,3241336,92000,.
PT-Hydro Water Reservoir_EP,2035,3241336,92000,.
PT-Hydro Water Reservoir_EP,2045,3111470,88000,.
PT-Hydro Water Reservoir_EP,2022,3241336,92000,.
PT-Solar,2025,1491641,21001,.
PT-Solar,2035,895321,15022,.
PT-Solar,2045,753705,13510,.
PT-Solar_EP,2022,1491641,21001,.
PT-Wind Offshore,2025,5877079,84270,.
PT-Wind Offshore,2035,3435322,74181,.
PT-Wind Offshore,2045,3208853,68141,.
PT-Wind Offshore_EP,2022,5877079,84270,.
PT-Wind Onshore,2025,1569099,31251,.
PT-Wind Onshore,2035,1344692,28261,.
PT-Wind Onshore,2045,1188169,26256,.
PT-Wind Onshore_EP,2022,1569099,31251,.
RO-Battery,2025,0,38777,427850.75
RO-Battery,2035,0,29997,336849
RO-Battery,2045,0,24986,284904.75
RO-Battery_EP,2022,0,38777,427850.75
RO-Hydro Run of river and poundage_EP,2025,3241336,92000,.
RO-Hydro Run of river and poundage_EP,2035,3241336,92000,.
RO-Hydro Run of river and poundage_EP,2045,3111470,88000,.
RO-Hydro Run of river and poundage_EP,2022,3241336,92000,.
RO-Hydro Water Reservoir_EP,2025,3241336,92000,.
RO-Hydro Water Reservoir_EP,2035,3241336,92000,.
RO-Hydro Water Reservoir_EP,2045,3111470,88000,.
RO-Hydro Water Reservoir_EP,2022,3241336,92000,.
RO-Solar,2025,1491641,21001,.
RO-Solar,2035,895321,15022,.
RO-Solar,2045,753705,13510,.
RO-Solar_EP,2022,1491641,21001,.
RO-Wind Onshore,2025,1569099,31251,.
RO-Wind Onshore,2035,1344692,28261,.
RO-Wind Onshore,2045,1188169,26256,.
RO-Wind Onshore_EP,2022,1569099,31251,.
SE-Battery,2025,0,38777,427850.75
SE-Battery,2035,0,29997,336849
SE-Battery,2045,0,24986,284904.75
SE-Battery_EP,2022,0,38777,427850.75
SE-Hydro Water Reservoir_EP,2025,3241336,92000,.
SE-Hydro Water Reservoir_EP,2035,3241336,92000,.
SE-Hydro Water Reservoir_EP,2045,3111470,88000,.
SE-Hydro Water Reservoir_EP,2022,3241336,92000,.
SE-Solar,2025,1491641,21001,.
SE-Solar,2035,895321,15022,.
SE-Solar,2045,753705,13510,.
SE-Wind Onshore,2025,1569099,31251,.
SE-Wind Onshore,2035,1344692,28261,.
SE-Wind Onshore,2045,1188169,26256,.
SE-Wind Onshore_EP,2022,1569099,31251,.
SI-Battery,2025,0,38777,427850.75
SI-Battery,2035,0,29997,336849
SI-Battery,2045,0,24986,284904.75
SI-Battery_EP,2022,0,38777,427850.75
SI-Hydro Pumped Storage_EP,2025,0,20150,244774.5806
SI-Hydro Pumped Storage_EP,2035,0,20150,244774.5806
SI-Hydro Pumped Storage_EP,2045,0,20150,244774.5806
SI-Hydro Pumped Storage_EP,2022,0,20150,244774.5806
SI-Hydro Run of river and poundage_EP,2025,3241336,92000,.
SI-Hydro Run of river and poundage_EP,2035,3241336,92000,.
SI-Hydro Run of river and poundage_EP,2045,3111470,88000,.
SI-Hydro Run of river and poundage_EP,2022,3241336,92000,.
SI-Solar,2025,1491641,21001,.
SI-Solar,2035,895321,15022,.
SI-Solar,2045,753705,13510,.
SI-Solar_EP,2022,1491641,21001,.
SI-Wind Onshore,2025,1569099,31251,.
SI-Wind Onshore,2035,1344692,28261,.
SI-Wind Onshore,2045,1188169,26256,.
SI-Wind Onshore_EP,2022,1569099,31251,.
AT-Coal-SUBCRITICAL,2025,1000000,35000,.
AT-Coal-SUBCRITICAL,2035,1000000,35000,.
AT-Coal-SUBCRITICAL,2045,1000000,35000,.
AT-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
AT-Coal-SUPERCRITICAL,2025,1200000,50000,.
AT-Coal-SUPERCRITICAL,2035,1200000,50000,.
AT-Coal-SUPERCRITICAL,2045,1200000,50000,.
AT-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
AT-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
AT-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
AT-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
AT-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
AT-Coal-IGCC,2025,1571000,70000,.
